Prompt,gif_path,Geometry Rating,Prompt Adherence Rating
"A tall, slender alien with large, insect-like eyes",GIFs/output-2137.gif,3,3
a tall muscular man wearing tight fitting shorts,GIFs/output-2138.gif,3,3
A low poly stylized red panda with a long striped tail,GIFs/output-2139.gif,3,2
watermelon with scary realistic human teeth and eyes,GIFs/output-2140.gif,3,3
A skeleton warrior,GIFs/output-2141.gif,2,3
"a young man with a side swept hair style, wearing tight athletic shorts and a sleeveless top",GIFs/output-2142.gif,3,3
"cheerful young fairy with large, shimmering butterfly wings",GIFs/output-2143.gif,3,3
A cowboy crocodile wearing a cowboy hat,GIFs/output-2144.gif,3,3
A brave knight wearing ornate steel armor and a helmet,GIFs/output-2145.gif,3,3
an evil robot with a shiny metal body and screen for a face,GIFs/output-2146.gif,2,2
"A cool anime swordsman with spiky hair and a long, flowing coat.",GIFs/output-2147.gif,2,3
A mafia boss,GIFs/output-2148.gif,2,3
A monk,GIFs/output-2149.gif,3,3
"A cheerful young witch with a pointy hat, and long black robe",GIFs/output-2150.gif,2,2
"A bubbly cartoon mermaid with colorful fins and long, flowing hair.",GIFs/output-2151.gif,2,3
A stern-faced judge wearing a layered robe.,GIFs/output-2152.gif,2,2
A cute mouse gladiator,GIFs/output-2153.gif,1,2
Simple shovel,GIFs/output-2154.gif,3,3
Shovel with wooden handle and metallic blade.,GIFs/output-2155.gif,3,3
A future soldier in sleek armor.,GIFs/output-2156.gif,3,3
1/2 human 1/2 dog,GIFs/output-2157.gif,1,1
"Shovel with cylindrical wooden handle, top grip, pointed triangular metal blade.",GIFs/output-2158.gif,3,3
"A grizzled, post-apocalyptic scavenger wearing a patched-up trench coat and a gas mask",GIFs/output-2159.gif,2,3
"A shovel with a cylindrical wooden handle, a horizontal grip at the top, and a pointed, rounded triangular metallic blade with a central ridge. The blade connects to the handle via a cylindrical metallic sheath.",GIFs/output-2160.gif,3,3
Pink city bus.,GIFs/output-2161.gif,2,2
"A pink cartoon city bus with rounded edges, blue windows, and minor details.",GIFs/output-2162.gif,3,3
"Weathered sink with sloped sides, rectangular spout, and stained drain.",GIFs/output-2163.gif,3,2
"A stylized, pink cartoon city bus with rounded edges, large blue-tinted windows, white ""CITY BUS"" text, wavy stripes, small black wheels, and minor details such as headlights, taillights, and roof ridges.",GIFs/output-2164.gif,3,3
Sink with stain.,GIFs/output-2165.gif,2,3
Pink bus with distinct blue-tinted windows.,GIFs/output-2166.gif,3,2
"Rectangular pedestal sink with sloped sides, square drain, brown stains, metallic faucet and aged appearance.",GIFs/output-2167.gif,3,3
"A weathered, off-white rectangular pedestal bathroom sink with sloped sides and a square drain, featuring brownish stains, a metallic faucet with cylindrical handles and rectangular spout, and an overall rough, aged appearance.",GIFs/output-2168.gif,3,3
"spaceship freighter, sci-fi, custom model, green and white",GIFs/output-2169.gif,1,3
a midcentury couch with clean lines and velvet material,GIFs/output-2170.gif,3,3
a anime purple dagger with high detail and a jagged blade,GIFs/output-2171.gif,3,3
realistic statue of holy angel,GIFs/output-2172.gif,1,2
cartoon present box with red ribbon,GIFs/output-2173.gif,3,2
an armored war minotaur with full black armor,GIFs/output-2174.gif,3,3
a white fox with wings,GIFs/output-2175.gif,1,2
A lathe,GIFs/output-2176.gif,2,3
rusty medival greatsword,GIFs/output-2177.gif,3,3
Fire hydrant,GIFs/output-2178.gif,2,3
realistic musical keyboard,GIFs/output-2179.gif,2,3
A hydra with five snake-like heads,GIFs/output-2180.gif,2,2
A tiny car with giant wheels,GIFs/output-2181.gif,3,3
Birthday cake,GIFs/output-2182.gif,2,3
Blocky simple cheeseburger,GIFs/output-2183.gif,3,3
wooden barrel,GIFs/output-2184.gif,3,3
Vintage heart-shaped key,GIFs/output-2185.gif,3,3
"Bipedal battle mech with thick armor plating, a cannon on its right arm, and a rocket pod",GIFs/output-2186.gif,2,3
Jetski,GIFs/output-2187.gif,3,3
A chair with a rocking base,GIFs/output-2188.gif,3,3
A short oak tree with a thick trunk,GIFs/output-2189.gif,3,3
A cartoon style alien,GIFs/output-2190.gif,3,3
Double decker bus,GIFs/output-2191.gif,1,3
An armored war minotaur with full black armor and some warcraft fabrics and no weapon,GIFs/output-2192.gif,3,3
Dark fantasy style knight helmet,GIFs/output-2193.gif,3,3
A large standing bear with big claws,GIFs/output-2194.gif,3,2
Pig in suit wearing sunglasses,GIFs/output-2195.gif,2,3
A fast car with rear-end spoiler,GIFs/output-2196.gif,2,3
A pirate queen,GIFs/output-2197.gif,2,3
a green crystal blade fantasy sword with gold accents,GIFs/output-2198.gif,3,3
a red buggy with knobby tires,GIFs/output-2199.gif,2,3
a unicorn with a rainbow mane and tail,GIFs/output-2200.gif,2,2
Carnivorous plant,GIFs/output-2201.gif,3,3
a vintage green couch with clean lines and velvet material,GIFs/output-2202.gif,3,3
a brown moto leather jacket,GIFs/output-2203.gif,3,3
"A cute cartoonish stylized Godzilla with exagerated features such as large eyes, a rounded body small arms and playful expression.",GIFs/output-2204.gif,2,3
"A tall, multi-tiered pagoda with a square base, curved roofs on each tier, and intricate wooden details, painted in red and black with snow-covered edges.",GIFs/output-2205.gif,3,3
a cartoon whale,GIFs/output-2206.gif,2,2
"A sleek modern snowmobile with a streamlined design, featuring a glossy black and red body, skis in the front, and a continuous track at the rear.",GIFs/output-2207.gif,2,3
"A tall wooden watchtower with a square base, a platform at the top, and a roof supported by wooden beams.",GIFs/output-2208.gif,3,3
"A medium-sized Japanese maple tree with a twisting trunk, vibrant red leaves, and a graceful branching structure, providing shade and beauty.",GIFs/output-2209.gif,1,2
"A brown horse with a shiny coat, a long black mane, and a tail. It is standing upright with its legs slightly apart.",GIFs/output-2210.gif,2,3
A sleek red fox with a bushy tail and pointed ears.,GIFs/output-2211.gif,3,2
"A classical wooden bookshelf with intricate carved details on its edges, a rich dark brown finish, and multiple evenly spaced shelves for books and decorative items.",GIFs/output-2212.gif,2,3
"a circular stone fountain with a central sculpted statue, water flowing from multiple spouts, and a shallow pool at the base.",GIFs/output-2213.gif,1,2
"A large triangular tent made of beige fabric, supported by wooden poles and ropes.",GIFs/output-2214.gif,2,3
"A colorful glass cake display featuring exaggerated cartoony desserts like oversized cupcakes and bright, multi-layered cakes.",GIFs/output-2215.gif,2,3
"A traditional Japanese market stall with a wooden frame, a thatched roof, and shelves displaying an assortment of colorful goods and wares.",GIFs/output-2216.gif,2,3
"A small traditional Japanese wooden house with a sloped roof, sliding doors, and simple yet elegant architectural details, embodying a rustic charm.",GIFs/output-2217.gif,2,2
"a traditional Roman stone building with large rectangular columns, intricate carvings, and a triangular pediment at the top.",GIFs/output-2218.gif,2,3
"A tall desert palm tree with a straight, textured trunk and a crown of long, arching green fronds, providing shade in the desert.",GIFs/output-2219.gif,2,3
"a wooden cart with two large wheels and a flatbed, loaded with sacks of grain and other goods, ideal for transporting items.",GIFs/output-2220.gif,2,3
mushroom,GIFs/output-2221.gif,3,3
fireplace,GIFs/output-2222.gif,2,3
skinny tree,GIFs/output-2223.gif,2,2
greek column,GIFs/output-2224.gif,3,3
A modern sofa with a chaise lounge,GIFs/output-2225.gif,3,3
Wooden bunk bed with a side ladder,GIFs/output-2226.gif,2,2
toilet,GIFs/output-2227.gif,3,3
treasure chest,GIFs/output-2228.gif,2,3
hammock,GIFs/output-2229.gif,2,3
wooden stool,GIFs/output-2230.gif,3,3
cash register,GIFs/output-2231.gif,2,3
fancy hanging crystal chandelier,GIFs/output-2232.gif,1,3
ceiling fan,GIFs/output-2233.gif,3,3
"An ornate, black, cast-iron street light with a classic Victorian design, featuring a single, glowing lantern at the top.",GIFs/output-2234.gif,2,3
"A retro 1980s television with a boxy, wood-paneled frame, two knobs, a small antenna, and a blank, dark screen.",GIFs/output-2235.gif,2,2
"A large, ornate Persian rug with a rich, deep red color, intricate floral patterns",GIFs/output-2236.gif,2,2
"A sleek, white, dome-shaped security camera with a glowing blue lens",GIFs/output-2237.gif,1,1
refrigerator,GIFs/output-2238.gif,2,2
curtains,GIFs/output-2239.gif,2,3
statue of roman ruler,GIFs/output-2240.gif,2,2
christmas tree with an angel on top,GIFs/output-2241.gif,2,2
"basketball hoop with a white backboard and an orange rim, supported by a tall metal pole connected to a large, black plastic base.",GIFs/output-2242.gif,1,2
skate ramp,GIFs/output-2243.gif,3,3
jack o lantern,GIFs/output-2244.gif,3,3
robot arm,GIFs/output-2245.gif,2,3
IV stand with bag,GIFs/output-2246.gif,3,2
cellphone,GIFs/output-2247.gif,2,2
opened first aid kit,GIFs/output-2248.gif,2,3
DSLR camera,GIFs/output-2249.gif,2,3
"A heavy-duty sledgehammer with a long, smooth wooden handle and a large, solid steel head.",GIFs/output-2250.gif,3,3
baseball glove,GIFs/output-2251.gif,1,2
acoustic guitar,GIFs/output-2252.gif,2,3
"A long, elegant elven sword with a slender, slightly curved blade, a detailed crossguard with vine-like engravings, and a hilt wrapped in dark leather.",GIFs/output-2253.gif,3,3
explorer wagon,GIFs/output-2254.gif,2,3
snare drum,GIFs/output-2255.gif,2,3
pistol,GIFs/output-2256.gif,3,3
Laser Rifle,GIFs/output-2257.gif,3,3
"An ornate, magical twisted staff topped with the skull of a raven",GIFs/output-2258.gif,3,3
A gnarled wooden wand with a glowing tip.,GIFs/output-2259.gif,3,3
"A rusty, serrated pirate cutlass",GIFs/output-2260.gif,3,3
stylized cartoon simple flame thrower,GIFs/output-2261.gif,1,2
An elegant and ornate ceremonial dagger with a jewel-encrusted handle and a razor-sharp blade forged from a fallen meteorite,GIFs/output-2262.gif,2,3
a katana with engraved handle,GIFs/output-2263.gif,2,3
"A post-apocalyptic, nail-studded baseball bat",GIFs/output-2264.gif,2,2
WW2 bomb,GIFs/output-2265.gif,2,3
t-shirt,GIFs/output-2266.gif,3,3
worn leather duster coat covered in many patches,GIFs/output-2267.gif,2,3
A long flowing evening gown,GIFs/output-2268.gif,1,3
leather jacket,GIFs/output-2269.gif,3,3
low poly potted cactus,GIFs/output-2270.gif,2,3
cowboy hat,GIFs/output-2271.gif,3,3
Rugged leather glove with visible stitching.,GIFs/output-2272.gif,1,1
"A modern, designer leather purse with a short handle, and a gold buckle.",GIFs/output-2273.gif,2,3
a high top basketball shoe,GIFs/output-2274.gif,2,3
A pair of eye glasses,GIFs/output-2275.gif,3,3
apple,GIFs/output-2276.gif,3,3
slice of pizza with pepperoni,GIFs/output-2277.gif,2,2
loaf of bread,GIFs/output-2278.gif,3,3
A steel kite shield with a dragon emblem,GIFs/output-2279.gif,2,2
A red cardboard container overflowing with golden french fries.,GIFs/output-2280.gif,2,3
sports car,GIFs/output-2281.gif,2,3
city bus,GIFs/output-2282.gif,1,2
electric smart car,GIFs/output-2283.gif,2,3
A vintage 1920s luxury car,GIFs/output-2284.gif,2,3
"An old, rusty blue pickup truck with large off-road tires",GIFs/output-2285.gif,3,3
bicycle with basket on the front,GIFs/output-2286.gif,1,3
"A massive, yellow construction bulldozer with a large front blade, heavy-duty tracks",GIFs/output-2287.gif,2,3
"An enormous, six-wheeled arctic exploration vehicle equipped with a large crane, multiple satellite dishes",GIFs/output-2288.gif,2,3
"A massive, weaponized monster truck with oversized, muddy tires, a custom flame paint job",GIFs/output-2289.gif,1,2
airplane,GIFs/output-2290.gif,2,3
helicopter,GIFs/output-2291.gif,1,2
hot air balloon,GIFs/output-2292.gif,2,3
sailboat,GIFs/output-2293.gif,2,3
a low poly stylized submarine,GIFs/output-2294.gif,2,3
cruise ship,GIFs/output-2295.gif,1,2
humanoid robot,GIFs/output-2296.gif,3,3
pirate ship,GIFs/output-2297.gif,2,3
gear,GIFs/output-2298.gif,3,3
car frame,GIFs/output-2299.gif,2,3
rat,GIFs/output-2300.gif,2,2
gray wolf with thick fur coat,GIFs/output-2301.gif,2,3
A cartoony large orange squid with long tentacles,GIFs/output-2302.gif,3,3
puppy with blue collar,GIFs/output-2303.gif,2,2
butterfly,GIFs/output-2304.gif,2,3
lizard,GIFs/output-2305.gif,3,3
Simpified cartoon seagull,GIFs/output-2306.gif,3,3
t rex,GIFs/output-2307.gif,3,3
Cartoon stylized unicorn,GIFs/output-2308.gif,2,2
Stegosaurus with two rows of bony plates along its back and a spiked tail.,GIFs/output-2309.gif,2,3
"Black ant with a segmented body with a distinct head, thorax, and abdomen, and six thin legs",GIFs/output-2310.gif,1,2
golden dragon with large wings,GIFs/output-2311.gif,2,2
house,GIFs/output-2312.gif,3,3
A simple dome tent,GIFs/output-2313.gif,3,3
"A stone castle with tall towers, fortified battlements, and a large wooden drawbridge",GIFs/output-2314.gif,3,3
police station,GIFs/output-2315.gif,3,2
"A towering, mystical wizard's treehouse built into the branches of a colossal, ancient tree",GIFs/output-2316.gif,1,3
windmill,GIFs/output-2317.gif,1,2
cat,GIFs/output-2318.gif,3,3
burger,GIFs/output-2319.gif,3,3
money,GIFs/output-2320.gif,2,3
skibidi toilet,GIFs/output-2321.gif,1,2
girl,GIFs/output-2322.gif,2,2
chicken,GIFs/output-2323.gif,3,3
taco,GIFs/output-2324.gif,1,3
balloon,GIFs/output-2325.gif,2,3
knife,GIFs/output-2326.gif,3,3
A bulky industrial robot with a single camera eye,GIFs/output-2327.gif,3,3
"A majestic, saber-toothed tiger with massive, curved fangs",GIFs/output-2328.gif,2,2
"Blob monster made of green, bubbling slime, with several large eyes",GIFs/output-2329.gif,3,2
"A fantasy elf archer with long, pointed ears, wearing a green hooded cloak",GIFs/output-2330.gif,1,3
zombie,GIFs/output-2331.gif,3,3
"A humanoid frog king with smooth, green skin and large, bulbous eyes. He is standing tall, wearing an ornate golden crown and a heavy, royal purple robe",GIFs/output-2332.gif,3,2
"Brutish, green-skinned orc warrior with large tusks, wearing crude iron armor",GIFs/output-2333.gif,2,3
Cyberpunk samurai wearing traditional layered armor that has glowing neon-blue circuits,GIFs/output-2334.gif,2,3
A massive werewolf,GIFs/output-2335.gif,3,3
a tall muscular man wearing tight fitting shorts,GIFs/output-2336.gif,2,3
"A tall, slender alien with large, insect-like eyes",GIFs/output-2337.gif,3,3
A low poly stylized red panda with a long striped tail,GIFs/output-2338.gif,3,3
watermelon with scary realistic human teeth and eyes,GIFs/output-2339.gif,3,3
A cowboy crocodile wearing a cowboy hat,GIFs/output-2340.gif,3,3
A skeleton warrior,GIFs/output-2341.gif,2,3
A brave knight wearing ornate steel armor and a helmet,GIFs/output-2342.gif,2,3
an evil robot with a shiny metal body and screen for a face,GIFs/output-2343.gif,3,3
"a young man with a side swept hair style, wearing tight athletic shorts and a sleeveless top",GIFs/output-2344.gif,3,3
"cheerful young fairy with large, shimmering butterfly wings",GIFs/output-2345.gif,2,2
"A cool anime swordsman with spiky hair and a long, flowing coat.",GIFs/output-2346.gif,2,3
A cute mouse gladiator,GIFs/output-2347.gif,2,2
"A bubbly cartoon mermaid with colorful fins and long, flowing hair.",GIFs/output-2348.gif,1,3
A mafia boss,GIFs/output-2349.gif,2,3
"A grizzled, post-apocalyptic scavenger wearing a patched-up trench coat and a gas mask",GIFs/output-2350.gif,2,3
A future soldier in sleek armor.,GIFs/output-2351.gif,3,3
A stern-faced judge wearing a layered robe.,GIFs/output-2352.gif,1,1
Simple shovel,GIFs/output-2353.gif,2,3
"A cheerful young witch with a pointy hat, and long black robe",GIFs/output-2354.gif,1,2
A monk,GIFs/output-2355.gif,2,3
1/2 human 1/2 dog,GIFs/output-2356.gif,1,1
"Shovel with cylindrical wooden handle, top grip, pointed triangular metal blade.",GIFs/output-2357.gif,1,3
"A shovel with a cylindrical wooden handle, a horizontal grip at the top, and a pointed, rounded triangular metallic blade with a central ridge. The blade connects to the handle via a cylindrical metallic sheath.",GIFs/output-2358.gif,2,3
Shovel with wooden handle and metallic blade.,GIFs/output-2359.gif,3,3
Pink bus with distinct blue-tinted windows.,GIFs/output-2360.gif,2,3
Pink city bus.,GIFs/output-2361.gif,1,2
"A stylized, pink cartoon city bus with rounded edges, large blue-tinted windows, white ""CITY BUS"" text, wavy stripes, small black wheels, and minor details such as headlights, taillights, and roof ridges.",GIFs/output-2362.gif,3,3
"Weathered sink with sloped sides, rectangular spout, and stained drain.",GIFs/output-2363.gif,2,3
Sink with stain.,GIFs/output-2364.gif,2,3
"A pink cartoon city bus with rounded edges, blue windows, and minor details.",GIFs/output-2365.gif,2,3
"Rectangular pedestal sink with sloped sides, square drain, brown stains, metallic faucet and aged appearance.",GIFs/output-2366.gif,2,3
"spaceship freighter, sci-fi, custom model, green and white",GIFs/output-2367.gif,2,3
"A weathered, off-white rectangular pedestal bathroom sink with sloped sides and a square drain, featuring brownish stains, a metallic faucet with cylindrical handles and rectangular spout, and an overall rough, aged appearance.",GIFs/output-2368.gif,3,3
a midcentury couch with clean lines and velvet material,GIFs/output-2369.gif,3,3
a anime purple dagger with high detail and a jagged blade,GIFs/output-2370.gif,2,3
cartoon present box with red ribbon,GIFs/output-2371.gif,3,2
a white fox with wings,GIFs/output-2372.gif,2,3
rusty medival greatsword,GIFs/output-2373.gif,3,3
realistic statue of holy angel,GIFs/output-2374.gif,2,3
an armored war minotaur with full black armor,GIFs/output-2375.gif,1,3
A lathe,GIFs/output-2376.gif,3,3
A tiny car with giant wheels,GIFs/output-2377.gif,3,3
realistic musical keyboard,GIFs/output-2378.gif,1,2
A hydra with five snake-like heads,GIFs/output-2379.gif,1,2
wooden barrel,GIFs/output-2380.gif,2,3
Blocky simple cheeseburger,GIFs/output-2381.gif,3,3
Fire hydrant,GIFs/output-2382.gif,1,3
Birthday cake,GIFs/output-2383.gif,2,3
Double decker bus,GIFs/output-2384.gif,2,3
Jetski,GIFs/output-2385.gif,2,2
Vintage heart-shaped key,GIFs/output-2386.gif,1,3
"Bipedal battle mech with thick armor plating, a cannon on its right arm, and a rocket pod",GIFs/output-2387.gif,1,2
A chair with a rocking base,GIFs/output-2388.gif,3,3
A short oak tree with a thick trunk,GIFs/output-2389.gif,2,3
Pig in suit wearing sunglasses,GIFs/output-2390.gif,1,2
An armored war minotaur with full black armor and some warcraft fabrics and no weapon,GIFs/output-2391.gif,3,3
A cartoon style alien,GIFs/output-2392.gif,3,3
Dark fantasy style knight helmet,GIFs/output-2393.gif,2,3
A pirate queen,GIFs/output-2394.gif,2,3
A large standing bear with big claws,GIFs/output-2395.gif,3,3
A fast car with rear-end spoiler,GIFs/output-2396.gif,3,3
Carnivorous plant,GIFs/output-2397.gif,1,1
a red buggy with knobby tires,GIFs/output-2398.gif,1,3
a unicorn with a rainbow mane and tail,GIFs/output-2399.gif,2,3
a green crystal blade fantasy sword with gold accents,GIFs/output-2400.gif,2,3
a brown moto leather jacket,GIFs/output-2401.gif,2,3
a cartoon whale,GIFs/output-2402.gif,2,3
a vintage green couch with clean lines and velvet material,GIFs/output-2403.gif,3,3
"A cute cartoonish stylized Godzilla with exagerated features such as large eyes, a rounded body small arms and playful expression.",GIFs/output-2404.gif,3,3
"A tall, multi-tiered pagoda with a square base, curved roofs on each tier, and intricate wooden details, painted in red and black with snow-covered edges.",GIFs/output-2405.gif,3,3
"A medium-sized Japanese maple tree with a twisting trunk, vibrant red leaves, and a graceful branching structure, providing shade and beauty.",GIFs/output-2406.gif,1,2
A sleek red fox with a bushy tail and pointed ears.,GIFs/output-2407.gif,3,3
"A traditional Japanese market stall with a wooden frame, a thatched roof, and shelves displaying an assortment of colorful goods and wares.",GIFs/output-2408.gif,2,3
"A sleek modern snowmobile with a streamlined design, featuring a glossy black and red body, skis in the front, and a continuous track at the rear.",GIFs/output-2409.gif,1,2
"A colorful glass cake display featuring exaggerated cartoony desserts like oversized cupcakes and bright, multi-layered cakes.",GIFs/output-2410.gif,2,3
"A classical wooden bookshelf with intricate carved details on its edges, a rich dark brown finish, and multiple evenly spaced shelves for books and decorative items.",GIFs/output-2411.gif,2,2
"A large triangular tent made of beige fabric, supported by wooden poles and ropes.",GIFs/output-2412.gif,2,3
"A brown horse with a shiny coat, a long black mane, and a tail. It is standing upright with its legs slightly apart.",GIFs/output-2413.gif,2,2
"a circular stone fountain with a central sculpted statue, water flowing from multiple spouts, and a shallow pool at the base.",GIFs/output-2414.gif,3,3
"A tall wooden watchtower with a square base, a platform at the top, and a roof supported by wooden beams.",GIFs/output-2415.gif,3,3
"A small traditional Japanese wooden house with a sloped roof, sliding doors, and simple yet elegant architectural details, embodying a rustic charm.",GIFs/output-2416.gif,3,3
"A tall desert palm tree with a straight, textured trunk and a crown of long, arching green fronds, providing shade in the desert.",GIFs/output-2417.gif,3,3
"a traditional Roman stone building with large rectangular columns, intricate carvings, and a triangular pediment at the top.",GIFs/output-2418.gif,2,2
"a wooden cart with two large wheels and a flatbed, loaded with sacks of grain and other goods, ideal for transporting items.",GIFs/output-2419.gif,2,3
toilet,GIFs/output-2420.gif,1,3
wooden stool,GIFs/output-2421.gif,3,3
hammock,GIFs/output-2422.gif,2,3
mushroom,GIFs/output-2423.gif,2,3
A modern sofa with a chaise lounge,GIFs/output-2424.gif,3,3
greek column,GIFs/output-2425.gif,3,3
ceiling fan,GIFs/output-2426.gif,3,3
skinny tree,GIFs/output-2427.gif,2,3
Wooden bunk bed with a side ladder,GIFs/output-2428.gif,3,3
fireplace,GIFs/output-2429.gif,2,3
"A retro 1980s television with a boxy, wood-paneled frame, two knobs, a small antenna, and a blank, dark screen.",GIFs/output-2430.gif,3,3
treasure chest,GIFs/output-2431.gif,3,3
fancy hanging crystal chandelier,GIFs/output-2432.gif,3,3
cash register,GIFs/output-2433.gif,3,3
refrigerator,GIFs/output-2434.gif,2,2
"A sleek, white, dome-shaped security camera with a glowing blue lens",GIFs/output-2435.gif,3,3
statue of roman ruler,GIFs/output-2436.gif,2,2
curtains,GIFs/output-2437.gif,2,3
"An ornate, black, cast-iron street light with a classic Victorian design, featuring a single, glowing lantern at the top.",GIFs/output-2438.gif,2,3
"A large, ornate Persian rug with a rich, deep red color, intricate floral patterns",GIFs/output-2439.gif,2,3
"basketball hoop with a white backboard and an orange rim, supported by a tall metal pole connected to a large, black plastic base.",GIFs/output-2440.gif,2,2
IV stand with bag,GIFs/output-2441.gif,2,2
cellphone,GIFs/output-2442.gif,2,3
skate ramp,GIFs/output-2443.gif,3,3
robot arm,GIFs/output-2444.gif,3,3
christmas tree with an angel on top,GIFs/output-2445.gif,2,3
jack o lantern,GIFs/output-2446.gif,3,3
DSLR camera,GIFs/output-2447.gif,3,2
"A heavy-duty sledgehammer with a long, smooth wooden handle and a large, solid steel head.",GIFs/output-2448.gif,3,3
opened first aid kit,GIFs/output-2449.gif,3,3
explorer wagon,GIFs/output-2450.gif,3,3
acoustic guitar,GIFs/output-2451.gif,2,3
Laser Rifle,GIFs/output-2452.gif,3,3
"A long, elegant elven sword with a slender, slightly curved blade, a detailed crossguard with vine-like engravings, and a hilt wrapped in dark leather.",GIFs/output-2453.gif,3,3
pistol,GIFs/output-2454.gif,2,3
baseball glove,GIFs/output-2455.gif,2,3
A gnarled wooden wand with a glowing tip.,GIFs/output-2456.gif,3,3
"A rusty, serrated pirate cutlass",GIFs/output-2457.gif,2,3
"An ornate, magical twisted staff topped with the skull of a raven",GIFs/output-2458.gif,3,3
An elegant and ornate ceremonial dagger with a jewel-encrusted handle and a razor-sharp blade forged from a fallen meteorite,GIFs/output-2459.gif,2,2
WW2 bomb,GIFs/output-2460.gif,3,2
stylized cartoon simple flame thrower,GIFs/output-2461.gif,2,2
a katana with engraved handle,GIFs/output-2462.gif,3,2
t-shirt,GIFs/output-2463.gif,3,3
snare drum,GIFs/output-2464.gif,2,3
"A post-apocalyptic, nail-studded baseball bat",GIFs/output-2465.gif,2,3
worn leather duster coat covered in many patches,GIFs/output-2466.gif,2,1
A long flowing evening gown,GIFs/output-2467.gif,2,3
leather jacket,GIFs/output-2468.gif,2,3
cowboy hat,GIFs/output-2469.gif,3,3
a high top basketball shoe,GIFs/output-2470.gif,2,2
low poly potted cactus,GIFs/output-2471.gif,3,3
A pair of eye glasses,GIFs/output-2472.gif,3,3
apple,GIFs/output-2473.gif,3,3
Rugged leather glove with visible stitching.,GIFs/output-2474.gif,1,2
"A modern, designer leather purse with a short handle, and a gold buckle.",GIFs/output-2475.gif,3,3
loaf of bread,GIFs/output-2476.gif,3,3
slice of pizza with pepperoni,GIFs/output-2477.gif,3,3
A steel kite shield with a dragon emblem,GIFs/output-2478.gif,2,3
A red cardboard container overflowing with golden french fries.,GIFs/output-2479.gif,2,3
city bus,GIFs/output-2480.gif,2,3
electric smart car,GIFs/output-2481.gif,2,3
sports car,GIFs/output-2482.gif,2,3
A vintage 1920s luxury car,GIFs/output-2483.gif,2,3
airplane,GIFs/output-2484.gif,2,3
"A massive, yellow construction bulldozer with a large front blade, heavy-duty tracks",GIFs/output-2485.gif,2,3
bicycle with basket on the front,GIFs/output-2486.gif,1,3
"An old, rusty blue pickup truck with large off-road tires",GIFs/output-2487.gif,2,3
"An enormous, six-wheeled arctic exploration vehicle equipped with a large crane, multiple satellite dishes",GIFs/output-2488.gif,2,3
sailboat,GIFs/output-2489.gif,2,3
"A massive, weaponized monster truck with oversized, muddy tires, a custom flame paint job",GIFs/output-2490.gif,2,3
hot air balloon,GIFs/output-2491.gif,2,3
helicopter,GIFs/output-2492.gif,2,3
humanoid robot,GIFs/output-2493.gif,3,3
a low poly stylized submarine,GIFs/output-2494.gif,2,3
pirate ship,GIFs/output-2495.gif,2,3
cruise ship,GIFs/output-2496.gif,2,3
car frame,GIFs/output-2497.gif,1,3
gear,GIFs/output-2498.gif,3,3
gray wolf with thick fur coat,GIFs/output-2499.gif,2,3
lizard,GIFs/output-2500.gif,3,3
A cartoony large orange squid with long tentacles,GIFs/output-2501.gif,3,3
rat,GIFs/output-2502.gif,2,3
Simpified cartoon seagull,GIFs/output-2503.gif,3,3
puppy with blue collar,GIFs/output-2504.gif,2,3
t rex,GIFs/output-2505.gif,2,2
butterfly,GIFs/output-2506.gif,2,3
Cartoon stylized unicorn,GIFs/output-2507.gif,2,3
Stegosaurus with two rows of bony plates along its back and a spiked tail.,GIFs/output-2508.gif,3,3
"Black ant with a segmented body with a distinct head, thorax, and abdomen, and six thin legs",GIFs/output-2509.gif,2,3
house,GIFs/output-2510.gif,2,3
A simple dome tent,GIFs/output-2511.gif,3,3
golden dragon with large wings,GIFs/output-2512.gif,2,3
"A stone castle with tall towers, fortified battlements, and a large wooden drawbridge",GIFs/output-2513.gif,2,3
windmill,GIFs/output-2514.gif,2,3
cat,GIFs/output-2515.gif,3,3
police station,GIFs/output-2516.gif,3,1
"A towering, mystical wizard's treehouse built into the branches of a colossal, ancient tree",GIFs/output-2517.gif,1,3
girl,GIFs/output-2518.gif,1,2
burger,GIFs/output-2519.gif,2,3
skibidi toilet,GIFs/output-2520.gif,2,2
chicken,GIFs/output-2521.gif,2,3
knife,GIFs/output-2522.gif,3,3
taco,GIFs/output-2523.gif,2,2
"Blob monster made of green, bubbling slime, with several large eyes",GIFs/output-2524.gif,3,3
money,GIFs/output-2525.gif,3,3
balloon,GIFs/output-2526.gif,3,3
"A majestic, saber-toothed tiger with massive, curved fangs",GIFs/output-2527.gif,2,3
A bulky industrial robot with a single camera eye,GIFs/output-2528.gif,2,3
"A fantasy elf archer with long, pointed ears, wearing a green hooded cloak",GIFs/output-2529.gif,1,3
zombie,GIFs/output-2530.gif,2,3
Cyberpunk samurai wearing traditional layered armor that has glowing neon-blue circuits,GIFs/output-2531.gif,2,2
"A humanoid frog king with smooth, green skin and large, bulbous eyes. He is standing tall, wearing an ornate golden crown and a heavy, royal purple robe",GIFs/output-2532.gif,2,2
A massive werewolf,GIFs/output-2533.gif,3,3
"Brutish, green-skinned orc warrior with large tusks, wearing crude iron armor",GIFs/output-2534.gif,2,3
watermelon with scary realistic human teeth and eyes,GIFs/output-2535.gif,2,3
"A tall, slender alien with large, insect-like eyes",GIFs/output-2536.gif,3,3
